symbol,date,open,high,low,close,volume,change,changePercent,vwap
^DJI,1995-01-03,3834.399902,3845.199951,3827.709961,3838.47998,24440000,4.08008,0.10641,3837.13
^DJI,1995-01-04,3838.5,3857.98999,3831.070068,3857.649902,27220000,19.1499,0.49889,3848.9
^DJI,1995-01-05,3857.600098,3860.679932,3843.189941,3850.919922,25810000,-6.68018,-0.17317,3851.6
^DJI,1995-01-06,3850.899902,3887.26001,3841.840088,3867.409912,30240000,16.51001,0.42873,3865.5
^DJI,1995-01-09,3867.399902,3874.47998,3853.280029,3861.350098,20820000,-6.0498,-0.15643,3863.04
^DJI,1995-01-10,3861.399902,3898.699951,3861.350098,3866.73999,28250000,5.34009,0.13829,3875.6
^DJI,1995-01-11,3866.699951,3882.889893,3840.159912,3862.030029,28100000,-4.66992,-0.12077,3861.69
^DJI,1995-01-12,3862.0,3864.050049,3851.26001,3859.0,23740000,-3.0,-0.07767996,3858.1
^DJI,1995-01-13,3859.0,3910.139893,3859.0,3908.459961,30580000,49.45996,1.28,3892.53
^DJI,1995-01-16,3908.5,3936.719971,3907.449951,3932.340088,29250000,23.84009,0.60995,3925.5
^DJI,1995-01-17,3932.300049,3934.699951,3916.189941,3930.659912,26880000,-1.64014,-0.04170936,3927.18
^DJI,1995-01-18,3930.699951,3931.330078,3906.100098,3928.97998,22990000,-1.71997,-0.04375737,3922.14
^DJI,1995-01-19,3928.300049,3928.310059,3878.51001,3882.209961,24460000,-46.09009,-1.17,3896.34
^DJI,1995-01-20,3882.199951,3882.550049,3847.219971,3869.429932,31750000,-12.77002,-0.32894,3866.4
^DJI,1995-01-23,3869.399902,3871.110107,3838.47998,3867.409912,31630000,-1.98999,-0.05142891,3859.0
^DJI,1995-01-24,3867.399902,3876.48999,3862.360107,3862.699951,26470000,-4.69995,-0.12153,3867.18
^DJI,1995-01-25,3862.699951,3891.300049,3845.879883,3871.449951,32340000,8.75,0.22653,3869.54
^DJI,1995-01-26,3871.399902,3879.52002,3853.280029,3870.439941,29440000,-0.959961,-0.02479622,3867.75
^DJI,1995-01-27,3870.399902,3887.26001,3848.22998,3857.98999,47930000,-12.40991,-0.32064,3864.49
^DJI,1995-01-30,3858.0,3859.0,3817.26001,3832.080078,34450000,-25.91992,-0.67185,3836.11
^DJI,1995-01-31,3832.100098,3851.929932,3828.050049,3843.860107,38970000,11.76001,0.30688,3841.28
^DJI,1995-02-01,3843.899902,3868.080078,3831.409912,3847.560059,37880000,3.66016,0.09521988,3849.02
^DJI,1995-02-02,3847.600098,3871.110107,3843.860107,3870.77002,25280000,23.16992,0.60219,3861.91
^DJI,1995-02-03,3872.120117,3944.459961,3872.120117,3928.639893,43270000,56.51978,1.46,3915.07
^DJI,1995-02-06,3928.600098,3948.830078,3920.570068,3937.72998,29340000,9.12988,0.2324,3935.71
^DJI,1995-02-07,3937.699951,3942.100098,3924.939941,3937.389893,25000000,-0.310058,-0.00787409,3934.81
^DJI,1995-02-08,3937.399902,3953.540039,3930.659912,3935.370117,27290000,-2.02979,-0.05155141,3939.86
^DJI,1995-02-09,3935.399902,3948.830078,3928.310059,3932.679932,26870000,-2.71997,-0.06911547,3936.61
^DJI,1995-02-10,3932.699951,3945.129883,3923.929932,3939.070068,24550000,6.37012,0.16198,3936.04
^DJI,1995-02-13,3939.100098,3956.899902,3935.030029,3954.209961,19380000,15.10986,0.38359,3948.71
^DJI,1995-02-14,3954.199951,3965.649902,3949.5,3958.25,29760000,4.05005,0.10242,3957.8
^DJI,1995-02-15,3958.300049,3997.949951,3953.199951,3986.169922,41530000,27.86987,0.70409,3979.11
^DJI,1995-02-16,3986.199951,3987.52002,3964.310059,3987.52002,37770000,1.32007,0.03311598,3979.78
^DJI,1995-02-17,3969.689941,3969.689941,3952.530029,3953.540039,36110000,-16.1499,-0.40683,3958.59
^DJI,1995-02-21,3953.5,3969.689941,3952.530029,3963.969971,30060000,10.46997,0.26483,3962.06
^DJI,1995-02-22,3964.0,3986.850098,3962.290039,3973.050049,28680000,9.05005,0.22831,3974.06
^DJI,1995-02-23,3973.72998,4020.48999,3973.72998,4003.330078,37840000,29.6001,0.74489,3999.18
^DJI,1995-02-24,4003.300049,4013.090088,3990.879883,4011.73999,27220000,8.43994,0.21082,4005.24
^DJI,1995-02-27,4011.699951,4021.22998,3974.73999,3988.570068,25820000,-23.12988,-0.57656,3994.85
^DJI,1995-02-28,3988.600098,4011.050049,3978.889893,4011.050049,22440000,22.44995,0.56285,4000.33
^DJI,1995-03-01,4011.100098,4014.51001,3985.110107,3994.800049,33450000,-16.30005,-0.40637,3998.14
^DJI,1995-03-02,3994.800049,3995.48999,3959.179932,3979.929932,31590000,-14.87012,-0.37224,3978.2
^DJI,1995-03-03,3979.899902,3989.610107,3959.179932,3989.610107,27300000,9.7102,0.24398,3979.47
^DJI,1995-03-06,3989.600098,4001.02002,3955.370117,3997.560059,30840000,7.95996,0.19952,3984.65
^DJI,1995-03-07,3997.600098,3997.909912,3945.689941,3962.629883,31540000,-34.97021,-0.87478,3968.74
^DJI,1995-03-08,3962.600098,3985.459961,3956.060059,3979.22998,29030000,16.62988,0.41967,3973.58
^DJI,1995-03-09,3979.199951,3993.76001,3971.280029,3983.389893,23710000,4.18994,0.1053,3982.81
^DJI,1995-03-10,3984.100098,4048.399902,3984.080078,4035.610107,30910000,51.51001,1.29,4022.7
^DJI,1995-03-13,4035.600098,4042.52002,4019.699951,4025.22998,25950000,-10.37012,-0.25697,4029.15
^DJI,1995-03-14,4025.600098,4060.51001,4025.580078,4048.75,32390000,23.1499,0.57507,4044.95
^DJI,1995-03-15,4048.800049,4054.629883,4029.040039,4038.370117,28270000,-10.42993,-0.25761,4040.68
^DJI,1995-03-16,4038.399902,4075.379883,4038.030029,4069.149902,33510000,30.75,0.76144,4060.85
^DJI,1995-03-17,4069.199951,4080.219971,4058.780029,4073.649902,45540000,4.44995,0.10936,4070.88
^DJI,1995-03-20,4073.699951,4088.870117,4071.570068,4083.679932,27480000,9.97998,0.24499,4081.37
^DJI,1995-03-21,4083.699951,4109.27002,4061.889893,4072.610107,31480000,-11.08984,-0.27156,4081.26
^DJI,1995-03-22,4072.600098,4082.98999,4060.51001,4082.98999,28500000,10.38989,0.25512,4075.5
^DJI,1995-03-23,4083.0,4094.75,4068.120117,4087.830078,27750000,4.83008,0.1183,4083.57
^DJI,1995-03-24,4087.800049,4139.359863,4087.139893,4138.669922,30780000,50.86987,1.24,4121.72
^DJI,1995-03-27,4138.700195,4157.339844,4132.100098,4157.339844,24330000,18.63965,0.45037,4148.93
^DJI,1995-03-28,4156.649902,4156.649902,4137.629883,4151.810059,22290000,-4.83984,-0.11644,4148.7
^DJI,1995-03-29,4151.799805,4198.839844,4139.700195,4160.799805,37490000,9.0,0.21677,4166.45
^DJI,1995-03-30,4160.799805,4183.279785,4153.879883,4172.560059,33970000,11.76025,0.28264,4169.91
^DJI,1995-03-31,4172.200195,4172.209961,4111.689941,4157.689941,34440000,-14.51025,-0.34778,4147.2
^DJI,1995-04-03,4157.700195,4172.560059,4155.959961,4168.410156,25610000,10.70996,0.25759,4165.64
^DJI,1995-04-04,4168.410156,4201.609863,4168.410156,4201.609863,30290000,33.19971,0.79646,4190.54
^DJI,1995-04-05,4201.600098,4210.600098,4188.120117,4200.569824,26740000,-1.03027,-0.02452099,4199.76
^DJI,1995-04-06,4200.600098,4224.089844,4197.959961,4205.410156,25780000,4.81006,0.11451,4209.15
^DJI,1995-04-07,4205.399902,4211.290039,4169.450195,4192.620117,28940000,-12.77978,-0.30389,4191.12
^DJI,1995-04-10,4192.600098,4203.689941,4180.859863,4198.149902,22090000,5.5498,0.13237,4194.23
^DJI,1995-04-11,4198.200195,4216.830078,4182.930176,4187.080078,22740000,-11.12012,-0.26488,4195.61
^DJI,1995-04-12,4187.100098,4201.959961,4182.240234,4197.810059,24990000,10.70996,0.25578,4194.0
^DJI,1995-04-13,4197.799805,4221.319824,4195.72998,4208.180176,27620000,10.38037,0.24728,4208.41
^DJI,1995-04-17,4208.200195,4237.22998,4189.509766,4195.379883,30900000,-12.82031,-0.30465,4207.37
^DJI,1995-04-18,4195.399902,4205.069824,4169.100098,4179.129883,27000000,-16.27002,-0.38781,4184.43
^DJI,1995-04-19,4179.100098,4210.950195,4156.649902,4207.490234,32680000,28.39014,0.67934,4191.7
^DJI,1995-04-20,4207.5,4244.839844,4203.689941,4230.660156,35080000,23.16016,0.55045,4226.4
^DJI,1995-04-21,4231.399902,4270.430176,4231.350098,4270.089844,40430000,38.68994,0.91435,4257.29
^DJI,1995-04-24,4270.100098,4310.899902,4255.910156,4303.97998,33280000,33.87988,0.79342,4290.26
^DJI,1995-04-25,4304.0,4315.390137,4294.640137,4300.169922,31810000,-3.83008,-0.0889888,4303.4
^DJI,1995-04-26,4300.200195,4307.779785,4283.22998,4299.830078,26790000,-0.370117,-0.00860697,4296.95
^DJI,1995-04-27,4299.799805,4316.080078,4289.109863,4314.700195,25210000,14.90039,0.34654,4306.63
^DJI,1995-04-28,4314.700195,4328.529785,4282.879883,4321.27002,29590000,6.56982,0.15227,4310.89
^DJI,1995-05-01,4321.299805,4327.149902,4301.560059,4316.080078,27070000,-5.21973,-0.12079,4314.93
^DJI,1995-05-02,4316.100098,4331.649902,4306.399902,4328.879883,26010000,12.77978,0.2961,4322.31
